Array Size;Time
74500;8227
74600;6871
74700;721
74800;7468
74900;8104
75000;8032
75100;7732
75200;8752
75300;8104
75400;7921
75500;8677
75600;8629
75700;8516
75800;8256
75900;7056
76000;7855
76100;898
76200;8176
76300;7413
76400;8754
76500;8926
76600;7633
76700;8467
76800;8793
76900;8805
77000;7947
77100;7204
77200;8275
77300;8349
77400;7589
77500;9406
77600;7921
77700;8005
77800;7596
77900;8568
78000;8678
78100;8273
78200;8929
78300;8268
78400;9201
78500;8668
78600;7822
78700;8805
78800;9226
78900;7956
79000;8056
79100;8258
79200;6807
79300;972
79400;7544
79500;9327
79600;7814
79700;9309
79800;7552
79900;9198
80000;8899
80100;8541
80200;8721
80300;8448
80400;8124
80500;9588
80600;8835
80700;8795
80800;8536
80900;9008
81000;9225
81100;9457
81200;8643
81300;9159
81400;9424
81500;8361
81600;9263
81700;8424
81800;8805
81900;9538
82000;9445
82100;8822
82200;8209
82300;9886
82400;8724
82500;8934
82600;8893
82700;8458
82800;9511
82900;8867
83000;9954
83100;9493
83200;8744
83300;9132
83400;9949
83500;7613
83600;8583
83700;9286
83800;9996
83900;9578
84000;8993
84100;8621
84200;9123
84300;89
84400;9988
84500;9799
84600;8791
84700;9991
84800;8911
84900;9719
85000;9578
85100;821
85200;8936
85300;9464
85400;888
85500;8921
85600;7942
85700;9875
85800;9866
85900;9289
86000;9587
86100;7412
86200;9614
86300;9956
86400;9378
86500;9923
86600;10022
86700;9704
86800;965
86900;8637
87000;9733
87100;9015
87200;9101
87300;10162
87400;10205
87500;9363
87600;9579
87700;9664
87800;9771
87900;8907
88000;9303
88100;8699
88200;9074
88300;9669
88400;9041
88500;9943
88600;10283
88700;9644
88800;11264
88900;9319
89000;9831
89100;10163
89200;10983
89300;10107
89400;11212
89500;9017
89600;10251
89700;9811
89800;10001
89900;10735
90000;10342
90100;9474
90200;8825
90300;955
90400;1042
90500;9109
90600;9314
90700;9455
90800;9496
90900;1064
91000;10055
91100;10552
91200;10697
91300;10614
91400;10621
91500;9986
91600;1118
91700;11312
91800;10249
91900;10242
92000;11045
92100;11336
92200;11344
92300;1064
92400;10854
92500;10149
92600;10262
92700;10695
92800;1116
92900;1015
93000;9554
93100;11089
93200;1107
93300;1012
93400;10276
93500;8579
93600;10032
93700;11088
93800;10237
93900;9979
94000;11368
94100;941
94200;9644
94300;10359
94400;11128
94500;9246
94600;1093
94700;11008
94800;10716
94900;1167
95000;10321
95100;10991
95200;11322
95300;11635
95400;9481
95500;11394
95600;10055
95700;1043
95800;11352
95900;10513
96000;10834
96100;1098
96200;10995
96300;10877
96400;10744
96500;1027
96600;10592
96700;10638
96800;11844
96900;9638
97000;10445
97100;10415
97200;10577
97300;11326
97400;11426
97500;11393
97600;1051
97700;10677
97800;11617
97900;10803
98000;9896
98100;1129
98200;10794
98300;10864
98400;11231
98500;11205
98600;10757
98700;11844
98800;11417
98900;11803
99000;11719
99100;108
99200;1181
99300;10943
99400;11743
99500;11481
99600;11373
99700;11479
99800;12171
99900;10849
100000;10159
