Size;Time
82700;28034900
82800;27583400
82900;27549700
83000;26752100
83100;27710100
83200;28436900
83300;27715200
83400;26532300
83500;27478300
83600;27036000
83700;27667800
83800;27262400
83900;27360200
84000;27299700
84100;27636100
84200;27897300
84300;28189100
84400;28103700
84500;29938500
84600;28723100
84700;28361800
84800;28365200
84900;28408000
85000;27458400
85100;27819200
85200;28500800
85300;27545300
85400;26744300
85500;28965200
85600;28358900
85700;28415300
85800;27596100
85900;28312800
86000;29521100
86100;28277500
86200;28056400
86300;29233900
86400;28757400
86500;27780000
86600;27543900
86700;27354500
86800;28495600
86900;27994200
87000;28137400
87100;28187400
87200;29366400
87300;27858900
87400;28584600
87500;27876000
87600;28189200
87700;29556800
87800;28648000
87900;28161000
88000;28274600
88100;28964100
88200;29522400
88300;29757200
88400;29928200
88500;29847700
88600;29857300
88700;28874400
88800;28919700
88900;29144000
89000;29652000
89100;28766600
89200;29241700
89300;28881900
89400;30086600
89500;29383800
89600;29035100
89700;29619400
89800;29613700
89900;30025300
90000;29400100
90100;29189700
90200;29308800
90300;29840000
90400;28318700
90500;28601800
90600;29655400
90700;29897200
90800;31393000
90900;30709800
91000;30510600
91100;30330900
91200;31266000
91300;29582100
91400;32262600
91500;30898500
91600;28893900
91700;29885400
91800;30149300
91900;29282700
92000;30457000
92100;30917500
92200;31158900
92300;30134400
92400;30158600
92500;31038200
92600;30537300
92700;29620100
92800;29586200
92900;30026400
93000;29866100
93100;29949000
93200;29836300
93300;29341400
93400;29380300
93500;30607100
93600;30080000
93700;31004300
93800;31223600
93900;30349800
94000;31059900
94100;30128200
94200;31166400
94300;30013200
94400;30130200
94500;30487800
94600;30680300
94700;31574000
94800;32582200
94900;30725100
95000;30477000
95100;30594900
95200;30987700
95300;30646300
95400;30805600
95500;30528200
95600;30608400
95700;30922300
95800;30483400
95900;30971800
96000;30976100
96100;30608600
96200;31745600
96300;30594200
96400;30932500
96500;30808000
96600;30745300
96700;31655100
96800;30978800
96900;31515700
97000;31076500
97100;30852000
97200;30976900
97300;30943900
97400;31259900
97500;31650200
97600;31184600
97700;31611000
97800;31955500
97900;31017200
98000;31636600
98100;31674200
98200;31623400
98300;31707500
98400;31771200
98500;31436800
98600;31483500
98700;31872500
98800;31486400
98900;31874100
99000;31765400
99100;32215700
99200;31747700
99300;31705500
99400;32195200
99500;32829900
99600;32409500
99700;32586100
99800;32637600
99900;32135000
100000;32653500
