Size;Time
97100;26278900
97200;25989400
97300;26577100
97400;26582500
97500;26546800
97600;26628700
97700;26997900
97800;26812400
97900;26884900
98000;26749200
98100;26633200
98200;26396800
98300;26762500
98400;26951700
98500;26966800
98600;26894300
98700;27205600
98800;27508000
98900;27562200
99000;27195100
99100;27038700
99200;27791800
99300;27359500
99400;27752400
99500;27254500
99600;27210600
99700;27333800
99800;26902300
99900;28385200
100000;26453300
